cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
3.2285,3.23,2015-01-02 10:06:25.045,Abertura
3.2359,3.2372,2015-01-02 11:10:26.097,Intermediário
3.2535,3.2545,2015-01-02 12:04:21.991,Intermediário
3.2426,3.2446,2015-01-02 13:08:59.976,Intermediário
3.2361,3.2379,2015-01-02 13:09:00.008,Fechamento
3.22,3.2213,2015-01-05 10:11:23.034,Abertura
3.2255,3.227,2015-01-05 11:07:22.613,Intermediário
3.2291,3.2306,2015-01-05 12:05:28.003,Intermediário
3.2374,3.2384,2015-01-05 13:05:39.03,Intermediário
3.234,3.2349,2015-01-05 13:05:39.045,Fechamento
3.2269,3.2281,2015-01-06 10:09:23.702,Abertura
3.2144,3.2159,2015-01-06 11:07:26.474,Intermediário
3.2077,3.209,2015-01-06 12:08:22.494,Intermediário
3.2132,3.2148,2015-01-06 13:02:40.484,Intermediário
3.2165,3.2182,2015-01-06 13:02:40.508,Fechamento
3.1674,3.1684,2015-01-07 10:09:24.321,Abertura
3.1663,3.1673,2015-01-07 11:10:27.792,Intermediário
3.1686,3.1696,2015-01-07 12:03:21.791,Intermediário
3.1756,3.1766,2015-01-07 13:03:26.345,Intermediário
3.1673,3.1683,2015-01-07 13:03:26.355,Fechamento
3.1606,3.1621,2015-01-08 10:06:22.285,Abertura
3.1791,3.1801,2015-01-08 11:10:28.844,Intermediário
3.1794,3.1804,2015-01-08 12:04:22.055,Intermediário
3.1649,3.1664,2015-01-08 13:14:50.905,Intermediário
3.1749,3.1764,2015-01-08 13:14:50.913,Fechamento
3.1526,3.1541,2015-01-09 10:03:22.239,Abertura
3.1382,3.1392,2015-01-09 11:04:22.214,Intermediário
3.1271,3.1286,2015-01-09 12:11:21.254,Intermediário
3.1248,3.1263,2015-01-09 13:05:35.294,Intermediário
3.1318,3.1333,2015-01-09 13:05:35.298,Fechamento
3.1174,3.1184,2015-01-12 10:06:23.724,Abertura
3.1314,3.1324,2015-01-12 11:09:21.12,Intermediário
3.1528,3.1541,2015-01-12 12:06:22.982,Intermediário
3.1521,3.1533,2015-01-12 13:08:28.675,Intermediário
3.1452,3.1465,2015-01-12 13:08:28.69,Fechamento
3.1381,3.1398,2015-01-13 10:08:21.599,Abertura
3.1128,3.1137,2015-01-13 11:06:22.441,Intermediário
3.1129,3.114,2015-01-13 12:05:28.277,Intermediário
3.1093,3.1108,2015-01-13 13:03:36.241,Intermediário
3.115,3.1165,2015-01-13 13:03:36.247,Fechamento
3.0963,3.0975,2015-01-14 10:07:27.111,Abertura
3.0836,3.0846,2015-01-14 11:13:15.231,Intermediário
3.0996,3.1006,2015-01-14 12:07:26.482,Intermediário
3.0745,3.0757,2015-01-14 13:11:33.12,Intermediário
3.0906,3.0918,2015-01-14 13:11:33.125,Fechamento
3.0609,3.0618,2015-01-15 10:11:25.339,Abertura
3.0518,3.0532,2015-01-15 11:05:28.406,Intermediário
3.0502,3.0519,2015-01-15 12:06:22.749,Intermediário
3.0489,3.0504,2015-01-15 13:09:30.859,Intermediário
3.0383,3.0398,2015-01-15 13:09:30.875,Fechamento
3.034,3.035,2015-01-16 10:02:33.124,Abertura
