cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
6.3217,6.3245,2021-01-04 10:08:21.666,Abertura
6.3333,6.3361,2021-01-04 11:03:19.573,Intermediário
6.3233,6.3261,2021-01-04 12:10:17.682,Intermediário
6.3959,6.3987,2021-01-04 13:07:33.45,Intermediário
6.3338,6.3366,2021-01-04 13:07:33.461,Fechamento
6.5537,6.5549,2021-01-05 10:04:19.68,Abertura
6.5515,6.5544,2021-01-05 11:11:17.275,Intermediário
6.4939,6.4968,2021-01-05 12:04:17.011,Intermediário
6.5356,6.5379,2021-01-05 13:11:14.036,Intermediário
6.538,6.5404,2021-01-05 13:11:14.045,Fechamento
6.5411,6.5423,2021-01-06 10:03:20.218,Abertura
6.5216,6.5234,2021-01-06 11:06:17.197,Intermediário
6.5673,6.5691,2021-01-06 12:11:41.698,Intermediário
6.5587,6.56,2021-01-06 13:12:28.246,Intermediário
6.5311,6.5323,2021-01-06 13:12:28.251,Fechamento
6.5211,6.5239,2021-01-07 10:06:20.255,Abertura
6.5275,6.5287,2021-01-07 11:06:18.807,Intermediário
6.5597,6.561,2021-01-07 12:10:19.666,Intermediário
6.597,6.5994,2021-01-07 13:11:33.559,Intermediário
6.5491,6.5514,2021-01-07 13:11:33.564,Fechamento
6.5657,6.5685,2021-01-08 10:10:19.826,Abertura
6.5412,6.544,2021-01-08 11:03:18.151,Intermediário
6.6143,6.6156,2021-01-08 12:05:18.046,Intermediário
6.5903,6.5932,2021-01-08 13:08:31.58,Intermediário
6.5776,6.5805,2021-01-08 13:08:31.586,Fechamento
6.678,6.6798,2021-01-11 10:08:20.779,Abertura
6.6638,6.6668,2021-01-11 11:09:17.838,Intermediário
6.6767,6.6797,2021-01-11 12:09:18.66,Intermediário
6.6881,6.6905,2021-01-11 13:03:59.417,Intermediário
6.6771,6.6795,2021-01-11 13:03:59.427,Fechamento
6.6513,6.6538,2021-01-12 10:13:49.04,Abertura
6.6496,6.6525,2021-01-12 11:06:18.298,Intermediário
6.6414,6.6443,2021-01-12 12:02:17.548,Intermediário
6.6081,6.611,2021-01-12 13:07:38.012,Intermediário
6.6399,6.6428,2021-01-12 13:07:38.023,Fechamento
6.4871,6.4895,2021-01-13 10:10:19.591,Abertura
