cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
6.8529,6.8574,2025-01-02 10:10:25.056,Abertura
6.8383,6.8398,2025-01-02 11:10:26.481,Intermediário
6.8188,6.8202,2025-01-02 12:10:12.686,Intermediário
6.795,6.7993,2025-01-02 13:09:42.485,Intermediário
6.8145,6.8189,2025-01-02 13:09:42.489,Fechamento
6.7764,6.7801,2025-01-03 10:11:26.859,Abertura
6.7535,6.7571,2025-01-03 11:02:27.209,Intermediário
6.7784,6.7813,2025-01-03 12:06:27.08,Intermediário
6.7586,6.7622,2025-01-03 13:07:30.495,Intermediário
6.7578,6.7614,2025-01-03 13:07:30.503,Fechamento
6.7725,6.7762,2025-01-06 10:06:27.285,Abertura
6.7666,6.768,2025-01-06 11:06:27.09,Intermediário
6.7636,6.7672,2025-01-06 12:05:42.131,Intermediário
6.7555,6.7591,2025-01-06 13:06:28.525,Intermediário
6.7521,6.7557,2025-01-06 13:06:28.533,Fechamento
6.7089,6.7125,2025-01-07 10:05:26.341,Abertura
6.6911,6.6925,2025-01-07 11:11:26.453,Intermediário
6.6932,6.6954,2025-01-07 12:04:29.318,Intermediário
6.6756,6.6799,2025-01-07 13:03:28.762,Intermediário
6.6881,6.6925,2025-01-07 13:03:28.766,Fechamento
6.7156,6.7192,2025-01-08 10:06:25.824,Abertura
6.7499,6.7543,2025-01-08 11:10:27.732,Intermediário
6.731,6.7339,2025-01-08 12:02:27.632,Intermediário
6.7174,6.721,2025-01-08 13:08:59.775,Intermediário
6.7276,6.7312,2025-01-08 13:08:59.784,Fechamento
6.6957,6.6993,2025-01-09 10:04:26.418,Abertura
6.6967,6.7003,2025-01-09 11:05:26.835,Intermediário
6.6643,6.6678,2025-01-09 12:02:28.306,Intermediário
6.651,6.6546,2025-01-09 13:03:27.819,Intermediário
6.6736,6.6772,2025-01-09 13:03:27.828,Fechamento
6.6287,6.6323,2025-01-10 10:07:27.935,Abertura
6.6551,6.6594,2025-01-10 11:04:25.902,Intermediário
6.6662,6.6683,2025-01-10 12:07:24.509,Intermediário
6.6703,6.6738,2025-01-10 13:04:30.337,Intermediário
6.6513,6.6548,2025-01-10 13:04:30.342,Fechamento
6.6538,6.6552,2025-01-13 10:03:28.965,Abertura
6.6718,6.6739,2025-01-13 11:09:26.074,Intermediário
6.6578,6.6614,2025-01-13 12:09:28.098,Intermediário
6.638,6.6416,2025-01-13 13:03:30.244,Intermediário
6.6405,6.6441,2025-01-13 13:03:30.256,Fechamento
6.6294,6.6308,2025-01-14 10:05:29.017,Abertura
6.616,6.6202,2025-01-14 11:06:26.05,Intermediário
6.6282,6.6325,2025-01-14 12:03:49.519,Intermediário
6.617,6.6213,2025-01-14 13:07:27.061,Intermediário
6.6322,6.6365,2025-01-14 13:07:27.066,Fechamento
