cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
1.4401,1.45306,2002-01-02 09:59:00.0,Abertura
1.44172,1.4528,2002-01-02 10:00:00.0,Intermediário
1.44009,1.44802,2002-01-02 10:30:00.0,Intermediário
1.44143,1.44999,2002-01-02 11:00:00.0,Intermediário
1.44144,1.44938,2002-01-02 11:30:00.0,Intermediário
1.44216,1.4501,2002-01-02 12:00:00.0,Intermediário
1.43965,1.44758,2002-01-02 12:30:00.0,Intermediário
1.44208,1.45002,2002-01-02 13:00:00.0,Intermediário
1.44117,1.44911,2002-01-02 13:30:00.0,Intermediário
1.43991,1.44784,2002-01-02 14:00:00.0,Intermediário
1.43847,1.4464,2002-01-02 14:30:00.0,Intermediário
1.44052,1.44846,2002-01-02 15:00:00.0,Intermediário
1.44177,1.45034,2002-01-02 15:30:00.0,Intermediário
1.43722,1.44577,2002-01-02 16:00:00.0,Intermediário
1.43597,1.44451,2002-01-02 16:30:00.0,Fechamento Interbancário
1.44085,1.4437,2002-01-02 18:05:00.0,Fechamento
1.42125,1.43412,2002-01-03 09:34:00.0,Abertura
1.43188,1.43978,2002-01-03 10:00:00.0,Intermediário
1.43483,1.44273,2002-01-03 10:30:00.0,Intermediário
1.43429,1.4422,2002-01-03 11:00:00.0,Intermediário
1.43367,1.44157,2002-01-03 11:30:00.0,Intermediário
1.4326,1.44049,2002-01-03 12:00:00.0,Intermediário
1.43135,1.43861,2002-01-03 12:30:00.0,Intermediário
1.4276,1.43547,2002-01-03 13:00:00.0,Intermediário
1.42732,1.4352,2002-01-03 13:30:00.0,Intermediário
1.42778,1.43565,2002-01-03 14:00:00.0,Intermediário
1.4276,1.43547,2002-01-03 14:30:00.0,Intermediário
1.42894,1.43681,2002-01-03 15:00:00.0,Intermediário
1.43045,1.43833,2002-01-03 15:30:00.0,Intermediário
1.43269,1.44058,2002-01-03 16:00:00.0,Intermediário
1.43197,1.43986,2002-01-03 16:30:00.0,Fechamento Interbancário
1.43347,1.4363,2002-01-03 17:38:00.0,Fechamento
1.43385,1.44676,2002-01-04 09:38:00.0,Abertura
1.43581,1.44434,2002-01-04 10:00:00.0,Intermediário
1.4384,1.44632,2002-01-04 10:30:00.0,Intermediário
1.4383,1.44622,2002-01-04 11:00:00.0,Intermediário
1.44454,1.45249,2002-01-04 11:30:00.0,Intermediário
1.44044,1.44838,2002-01-04 12:00:00.0,Intermediário
1.44052,1.44846,2002-01-04 12:30:00.0,Intermediário
1.44374,1.45231,2002-01-04 13:00:00.0,Intermediário
1.44329,1.45124,2002-01-04 13:30:00.0,Intermediário
1.44392,1.45187,2002-01-04 14:00:00.0,Intermediário
1.44383,1.45178,2002-01-04 14:30:00.0,Intermediário
1.44347,1.45142,2002-01-04 15:00:00.0,Intermediário
1.44721,1.45518,2002-01-04 15:30:00.0,Intermediário
1.45569,1.46307,2002-01-04 16:00:00.0,Intermediário
1.45231,1.46218,2002-01-04 16:30:00.0,Fechamento Interbancário
1.44385,1.44671,2002-01-04 18:04:00.0,Fechamento
1.45969,1.47274,2002-01-07 09:39:00.0,Abertura
1.46784,1.47591,2002-01-07 10:00:00.0,Intermediário
1.4731,1.48371,2002-01-07 10:30:00.0,Intermediário
1.47093,1.47963,2002-01-07 11:00:00.0,Intermediário
1.46797,1.47603,2002-01-07 11:30:00.0,Intermediário
1.46135,1.46938,2002-01-07 12:00:00.0,Intermediário
1.46402,1.47143,2002-01-07 12:30:00.0,Intermediário
1.46394,1.47198,2002-01-07 13:00:00.0,Intermediário
1.46367,1.47171,2002-01-07 13:30:00.0,Intermediário
1.46321,1.47124,2002-01-07 14:00:00.0,Intermediário
1.46211,1.47015,2002-01-07 14:30:00.0,Intermediário
1.46567,1.4731,2002-01-07 15:00:00.0,Intermediário
1.45772,1.46637,2002-01-07 15:30:00.0,Intermediário
