cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
1.83207,1.84145,2007-01-02 09:22:00.0,Abertura
1.83607,1.83858,2007-01-02 09:30:00.0,Intermediário
1.83575,1.83842,2007-01-02 10:00:00.0,Intermediário
1.8374,1.83889,2007-01-02 10:30:00.0,Intermediário
1.83575,1.8374,2007-01-02 11:07:00.0,Intermediário
1.83215,1.83465,2007-01-02 11:43:00.0,Intermediário
1.83239,1.83474,2007-01-02 12:00:00.0,Intermediário
1.83145,1.83593,2007-01-02 12:30:00.0,Intermediário
1.83074,1.83309,2007-01-02 13:00:00.0,Intermediário
1.83184,1.83403,2007-01-02 13:30:00.0,Intermediário
1.82949,1.83199,2007-01-02 14:00:00.0,Intermediário
1.8298,1.83183,2007-01-02 14:30:00.0,Intermediário
1.8316,1.83293,2007-01-02 15:00:00.0,Intermediário
1.82856,1.82989,2007-01-02 15:30:00.0,Intermediário
1.82762,1.82879,2007-01-02 16:00:00.0,Intermediário
1.82723,1.82941,2007-01-02 16:30:00.0,Fechamento Interbancário
1.83015,1.8313,2007-01-02 17:38:00.0,Fechamento
1.81834,1.82798,2007-01-03 09:18:00.0,Abertura
1.82269,1.82487,2007-01-03 09:30:00.0,Intermediário
1.82432,1.82712,2007-01-03 10:00:00.0,Intermediário
1.82541,1.82821,2007-01-03 10:30:00.0,Intermediário
1.82549,1.82798,2007-01-03 11:00:00.0,Intermediário
1.82541,1.82743,2007-01-03 11:30:00.0,Intermediário
1.82448,1.8265,2007-01-03 12:00:00.0,Intermediário
1.82736,1.82954,2007-01-03 12:30:00.0,Intermediário
1.82806,1.82938,2007-01-03 13:00:00.0,Intermediário
1.8279,1.82923,2007-01-03 13:30:00.0,Intermediário
1.82556,1.82712,2007-01-03 14:00:00.0,Intermediário
1.82603,1.82798,2007-01-03 14:30:00.0,Intermediário
1.82587,1.82867,2007-01-03 15:00:00.0,Intermediário
1.82719,1.83046,2007-01-03 15:30:00.0,Intermediário
1.82571,1.82765,2007-01-03 16:00:00.0,Intermediário
1.82423,1.8275,2007-01-03 16:30:00.0,Fechamento Interbancário
1.82287,1.82511,2007-01-03 17:43:00.0,Fechamento
1.82182,1.8319,2007-01-04 09:22:00.0,Abertura
1.82484,1.82701,2007-01-04 09:30:00.0,Intermediário
1.82461,1.82608,2007-01-04 10:00:00.0,Intermediário
1.82772,1.82989,2007-01-04 10:30:00.0,Intermediário
1.82329,1.82609,2007-01-04 11:00:00.0,Intermediário
1.82306,1.82523,2007-01-04 11:30:00.0,Intermediário
1.82461,1.82624,2007-01-04 12:00:00.0,Intermediário
1.82468,1.82631,2007-01-04 12:30:00.0,Intermediário
1.82422,1.82685,2007-01-04 13:00:00.0,Intermediário
1.82297,1.82545,2007-01-04 13:30:00.0,Intermediário
1.82297,1.82545,2007-01-04 14:00:00.0,Intermediário
1.82282,1.82545,2007-01-04 14:30:00.0,Intermediário
1.82042,1.82235,2007-01-04 15:00:00.0,Intermediário
1.82181,1.82359,2007-01-04 15:30:00.0,Intermediário
1.82073,1.82289,2007-01-04 16:00:00.0,Intermediário
1.81996,1.82143,2007-01-04 16:30:00.0,Fechamento Interbancário
1.81919,1.82049,2007-01-04 17:44:00.0,Fechamento
1.81841,1.82753,2007-01-05 09:19:00.0,Abertura
1.82166,1.82312,2007-01-05 09:30:00.0,Intermediário
1.82476,1.82669,2007-01-05 10:00:00.0,Intermediário
1.82584,1.82825,2007-01-05 10:30:00.0,Intermediário
1.82678,1.82879,2007-01-05 11:00:00.0,Intermediário
1.82142,1.82482,2007-01-05 11:30:00.0,Intermediário
1.82081,1.82266,2007-01-05 12:00:00.0,Intermediário
1.81841,1.82058,2007-01-05 12:30:00.0,Intermediário
1.82073,1.82429,2007-01-05 13:00:00.0,Intermediário
1.82282,1.8253,2007-01-05 13:30:00.0,Intermediário
1.82297,1.8253,2007-01-05 14:00:00.0,Intermediário
1.82243,1.82467,2007-01-05 14:30:00.0,Intermediário
1.8287,1.83071,2007-01-05 15:00:00.0,Intermediário
1.82908,1.83125,2007-01-05 15:30:00.0,Intermediário
1.8283,1.83024,2007-01-05 16:00:00.0,Intermediário
1.82815,1.83009,2007-01-05 16:30:00.0,Fechamento Interbancário
1.82441,1.82618,2007-01-05 17:39:00.0,Fechamento
1.82817,1.837,2007-01-08 09:24:00.0,Abertura
1.83126,1.83258,2007-01-08 09:30:00.0,Intermediário
1.82801,1.83018,2007-01-08 10:00:00.0,Intermediário
1.82824,1.83041,2007-01-08 10:30:00.0,Intermediário
1.82669,1.82847,2007-01-08 11:00:00.0,Intermediário
1.82553,1.828,2007-01-08 11:30:00.0,Intermediário
1.82521,1.82638,2007-01-08 12:00:00.0,Intermediário
1.82382,1.82575,2007-01-08 12:30:00.0,Intermediário
1.82382,1.82598,2007-01-08 13:00:00.0,Intermediário
1.82413,1.82629,2007-01-08 13:30:00.0,Intermediário
1.82351,1.82567,2007-01-08 14:00:00.0,Intermediário
1.82513,1.82714,2007-01-08 14:30:00.0,Intermediário
1.82459,1.82621,2007-01-08 15:00:00.0,Intermediário
1.82551,1.82978,2007-01-08 15:30:00.0,Intermediário
1.82668,1.82869,2007-01-08 16:00:00.0,Intermediário
1.82932,1.83149,2007-01-08 16:30:00.0,Fechamento Interbancário
1.82906,1.83021,2007-01-08 17:34:00.0,Fechamento
1.82081,1.82994,2007-01-09 09:21:00.0,Abertura
1.82491,1.82716,2007-01-09 09:30:00.0,Intermediário
1.82398,1.8263,2007-01-09 10:00:00.0,Intermediário
1.82297,1.82475,2007-01-09 10:30:00.0,Intermediário
1.8232,1.82513,2007-01-09 11:00:00.0,Intermediário
1.8222,1.82335,2007-01-09 11:30:00.0,Intermediário
1.81934,1.82073,2007-01-09 12:10:00.0,Intermediário
1.81965,1.82127,2007-01-09 12:30:00.0,Intermediário
1.8222,1.82451,2007-01-09 13:00:00.0,Intermediário
1.82189,1.82405,2007-01-09 13:30:00.0,Intermediário
1.82111,1.82374,2007-01-09 14:05:00.0,Intermediário
1.82242,1.82489,2007-01-09 14:30:00.0,Intermediário
1.82505,1.82736,2007-01-09 15:00:00.0,Intermediário
1.82661,1.82961,2007-01-09 15:30:00.0,Intermediário
1.82443,1.82939,2007-01-09 16:00:00.0,Intermediário
1.82436,1.82932,2007-01-09 16:30:00.0,Fechamento Interbancário
1.82589,1.82983,2007-01-09 17:36:00.0,Fechamento
1.82583,1.83557,2007-01-10 09:21:00.0,Abertura
1.82931,1.83163,2007-01-10 09:30:00.0,Intermediário
1.83054,1.83202,2007-01-10 10:00:00.0,Intermediário
1.83169,1.83533,2007-01-10 10:30:00.0,Intermediário
1.83176,1.83339,2007-01-10 11:00:00.0,Intermediário
1.83007,1.83239,2007-01-10 11:30:00.0,Intermediário
1.83038,1.83223,2007-01-10 12:00:00.0,Intermediário
1.82836,1.83052,2007-01-10 12:30:00.0,Intermediário
1.82891,1.83123,2007-01-10 13:07:00.0,Intermediário
1.82844,1.8306,2007-01-10 13:30:00.0,Intermediário
1.82953,1.83231,2007-01-10 14:00:00.0,Intermediário
1.82674,1.82999,2007-01-10 14:30:00.0,Intermediário
1.82845,1.83046,2007-01-10 15:00:00.0,Intermediário
1.82698,1.82899,2007-01-10 15:30:00.0,Intermediário
1.82513,1.82777,2007-01-10 16:00:00.0,Intermediário
1.82669,1.82769,2007-01-10 16:30:00.0,Fechamento Interbancário
1.83231,1.83331,2007-01-10 17:36:00.0,Fechamento
1.82686,1.83616,2007-01-11 09:23:00.0,Abertura
1.82957,1.83221,2007-01-11 09:30:00.0,Intermediário
1.82305,1.82537,2007-01-11 10:00:00.0,Intermediário
1.82777,1.82955,2007-01-11 10:30:00.0,Intermediário
1.82412,1.82691,2007-01-11 11:00:00.0,Intermediário
1.82366,1.82582,2007-01-11 11:30:00.0,Intermediário
1.82034,1.82265,2007-01-11 12:00:00.0,Intermediário
1.82034,1.82181,2007-01-11 12:30:00.0,Intermediário
1.82003,1.82166,2007-01-11 13:00:00.0,Intermediário
