cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
2.0394,2.0399,2013-01-02 10:07:30.04,Abertura
2.0404,2.0409,2013-01-02 11:06:26.78,Intermediário
2.0414,2.042,2013-01-02 12:07:28.76,Intermediário
2.0424,2.043,2013-01-02 13:05:48.207,Intermediário
2.0409,2.0415,2013-01-02 13:05:48.249,Fechamento
2.0465,2.0471,2013-01-03 10:05:29.679,Abertura
2.047,2.0476,2013-01-03 11:03:30.72,Intermediário
2.0471,2.0477,2013-01-03 12:03:29.368,Intermediário
2.0425,2.0431,2013-01-03 13:10:38.655,Intermediário
2.0458,2.0464,2013-01-03 13:10:38.68,Fechamento
2.0448,2.0454,2013-01-04 10:10:31.012,Abertura
2.0452,2.0458,2013-01-04 11:05:29.966,Intermediário
2.0392,2.0398,2013-01-04 12:08:27.674,Intermediário
2.0382,2.0388,2013-01-04 13:11:43.912,Intermediário
2.0419,2.0425,2013-01-04 13:11:43.935,Fechamento
2.035,2.0355,2013-01-07 10:07:36.552,Abertura
2.0309,2.0315,2013-01-07 11:03:27.506,Intermediário
2.0298,2.0304,2013-01-07 12:11:27.957,Intermediário
2.0267,2.0273,2013-01-07 13:06:51.101,Intermediário
2.0306,2.0312,2013-01-07 13:06:51.118,Fechamento
2.0235,2.024,2013-01-08 10:08:27.874,Abertura
2.0221,2.0228,2013-01-08 11:06:28.075,Intermediário
2.0318,2.0325,2013-01-08 12:09:27.053,Intermediário
2.0346,2.0351,2013-01-08 13:02:55.249,Intermediário
2.028,2.0286,2013-01-08 13:02:55.261,Fechamento
2.0442,2.0448,2013-01-09 10:11:31.161,Abertura
2.0417,2.0422,2013-01-09 11:08:34.98,Intermediário
2.0398,2.0404,2013-01-09 12:09:26.151,Intermediário
2.0388,2.0394,2013-01-09 13:07:45.942,Intermediário
2.0411,2.0417,2013-01-09 13:07:45.947,Fechamento
2.0355,2.036,2013-01-10 10:08:27.563,Abertura
2.0375,2.0381,2013-01-10 11:08:26.813,Intermediário
2.0329,2.0335,2013-01-10 12:08:27.211,Intermediário
2.0349,2.0355,2013-01-10 13:06:41.504,Intermediário
2.0352,2.0358,2013-01-10 13:06:41.511,Fechamento
2.0345,2.0351,2013-01-11 10:04:28.679,Abertura
2.0335,2.0341,2013-01-11 11:10:29.006,Intermediário
2.032,2.0326,2013-01-11 12:11:26.139,Intermediário
2.034,2.0346,2013-01-11 13:10:35.892,Intermediário
2.0335,2.0341,2013-01-11 13:10:35.899,Fechamento
2.0321,2.0326,2013-01-14 10:05:29.098,Abertura
2.035,2.0356,2013-01-14 11:05:28.931,Intermediário
2.0326,2.0332,2013-01-14 12:03:26.361,Intermediário
2.0316,2.0322,2013-01-14 13:09:43.275,Intermediário
2.0328,2.0334,2013-01-14 13:09:43.286,Fechamento
2.0365,2.0371,2013-01-15 10:07:34.075,Abertura
2.0365,2.0371,2013-01-15 11:06:27.308,Intermediário
2.036,2.0366,2013-01-15 12:02:38.853,Intermediário
2.038,2.0386,2013-01-15 13:06:39.398,Intermediário
2.0368,2.0374,2013-01-15 13:06:39.404,Fechamento
2.0379,2.0384,2013-01-16 10:08:28.424,Abertura
2.0404,2.041,2013-01-16 11:11:27.978,Intermediário
2.0415,2.0421,2013-01-16 12:03:28.051,Intermediário
2.0415,2.0421,2013-01-16 13:10:16.772,Intermediário
2.0403,2.0409,2013-01-16 13:10:16.782,Fechamento
2.0416,2.0421,2013-01-17 10:05:27.869,Abertura
2.0402,2.0407,2013-01-17 11:07:30.805,Intermediário
2.0392,2.0399,2013-01-17 12:02:36.53,Intermediário
2.0411,2.0417,2013-01-17 13:02:55.248,Intermediário
2.0405,2.0411,2013-01-17 13:02:55.259,Fechamento
2.0432,2.0438,2013-01-18 10:10:49.237,Abertura
2.0442,2.0448,2013-01-18 11:05:28.371,Intermediário
2.0441,2.0446,2013-01-18 12:10:26.818,Intermediário
2.0426,2.0431,2013-01-18 13:12:12.11,Intermediário
2.0435,2.0441,2013-01-18 13:12:12.117,Fechamento
2.0411,2.0416,2013-01-21 10:09:53.31,Abertura
2.0411,2.0416,2013-01-21 11:14:36.764,Intermediário
2.0411,2.0416,2013-01-21 12:06:31.646,Intermediário
2.0426,2.0432,2013-01-21 13:34:30.909,Intermediário
2.0415,2.042,2013-01-21 13:34:30.918,Fechamento
2.0425,2.043,2013-01-22 10:02:36.097,Abertura
2.0476,2.0481,2013-01-22 11:08:26.559,Intermediário
2.0471,2.0476,2013-01-22 12:08:27.197,Intermediário
2.0491,2.0496,2013-01-22 13:05:53.566,Intermediário
2.0466,2.0471,2013-01-22 13:05:53.572,Fechamento
2.0408,2.0414,2013-01-23 10:10:33.33,Abertura
2.039,2.0396,2013-01-23 11:04:27.473,Intermediário
2.0385,2.0391,2013-01-23 12:11:14.475,Intermediário
2.037,2.0376,2013-01-23 13:07:15.155,Intermediário
2.0388,2.0394,2013-01-23 13:07:15.162,Fechamento
2.0358,2.0364,2013-01-24 10:11:28.42,Abertura
2.0356,2.0361,2013-01-24 11:11:29.113,Intermediário
2.0335,2.0341,2013-01-24 12:10:28.613,Intermediário
2.0304,2.0309,2013-01-24 13:09:40.821,Intermediário
2.0338,2.0344,2013-01-24 13:09:40.829,Fechamento
2.0301,2.0309,2013-01-25 10:03:49.452,Abertura
2.0268,2.0276,2013-01-25 11:02:44.437,Intermediário
2.0272,2.028,2013-01-25 12:07:36.153,Intermediário
2.0267,2.0274,2013-01-25 13:04:58.832,Intermediário
2.0277,2.0285,2013-01-25 13:04:58.866,Fechamento
2.0333,2.0338,2013-01-28 10:09:28.896,Abertura
2.0358,2.0364,2013-01-28 11:03:28.616,Intermediário
2.0124,2.013,2013-01-28 12:10:28.772,Intermediário
2.0124,2.013,2013-01-28 13:03:00.461,Intermediário
2.0235,2.0241,2013-01-28 13:03:00.518,Fechamento
1.9942,1.9948,2013-01-29 10:11:30.407,Abertura
1.9948,1.9953,2013-01-29 11:07:30.779,Intermediário
1.9854,1.9859,2013-01-29 12:10:29.251,Intermediário
1.9881,1.9888,2013-01-29 13:08:36.437,Intermediário
1.9906,1.9912,2013-01-29 13:08:36.467,Fechamento
1.983,1.9836,2013-01-30 10:09:27.605,Abertura
1.989,1.9896,2013-01-30 11:05:27.548,Intermediário
1.989,1.9896,2013-01-30 12:05:26.606,Intermediário
1.9966,1.9971,2013-01-30 13:08:50.223,Intermediário
1.9894,1.99,2013-01-30 13:08:50.25,Fechamento
1.9858,1.9864,2013-01-31 10:05:31.121,Abertura
1.9843,1.9849,2013-01-31 11:02:39.852,Intermediário
1.9888,1.9894,2013-01-31 12:03:28.05,Intermediário
1.9918,1.9924,2013-01-31 13:11:41.758,Intermediário
1.9877,1.9883,2013-01-31 13:11:41.77,Fechamento
1.9892,1.9897,2013-02-01 10:03:30.946,Abertura
1.9831,1.9837,2013-02-01 11:09:29.239,Intermediário
1.9791,1.9796,2013-02-01 12:09:29.354,Intermediário
1.9836,1.9842,2013-02-01 13:02:58.713,Intermediário
1.9838,1.9843,2013-02-01 13:02:58.868,Fechamento
1.9871,1.9877,2013-02-04 10:23:24.127,Abertura
1.9891,1.9897,2013-02-04 11:08:34.53,Intermediário
1.9901,1.9907,2013-02-04 12:10:28.308,Intermediário
1.9887,1.9892,2013-02-04 13:04:25.023,Intermediário
1.9888,1.9893,2013-02-04 13:04:25.033,Fechamento
1.9888,1.9894,2013-02-05 10:08:28.779,Abertura
1.9893,1.9898,2013-02-05 11:03:36.789,Intermediário
1.9882,1.9888,2013-02-05 12:08:31.338,Intermediário
1.9837,1.9843,2013-02-05 13:09:50.462,Intermediário
1.9875,1.9881,2013-02-05 13:09:50.471,Fechamento
1.987,1.9876,2013-02-06 10:08:27.869,Abertura
1.9887,1.9893,2013-02-06 11:02:39.515,Intermediário
1.9872,1.9878,2013-02-06 12:07:30.574,Intermediário
1.9882,1.9888,2013-02-06 13:07:47.507,Intermediário
1.9878,1.9884,2013-02-06 13:07:47.514,Fechamento
1.9839,1.9845,2013-02-07 10:09:28.192,Abertura
1.9844,1.985,2013-02-07 11:02:40.055,Intermediário
1.9759,1.9765,2013-02-07 12:03:31.494,Intermediário
1.969,1.9696,2013-02-07 13:03:51.962,Intermediário
1.9783,1.9789,2013-02-07 13:03:51.969,Fechamento
1.9552,1.9558,2013-02-08 10:08:27.318,Abertura
1.9569,1.9575,2013-02-08 11:03:28.707,Intermediário
1.9673,1.9679,2013-02-08 12:10:30.978,Intermediário
1.9724,1.973,2013-02-08 13:08:58.448,Intermediário
1.963,1.9636,2013-02-08 13:08:58.455,Fechamento
1.9658,1.9663,2013-02-13 14:08:30.476,Abertura
1.9672,1.9677,2013-02-13 15:07:51.489,Intermediário
1.9665,1.967,2013-02-13 15:07:51.525,Fechamento
1.9672,1.9678,2013-02-14 10:07:35.166,Abertura
1.9672,1.9678,2013-02-14 11:11:29.783,Intermediário
1.9657,1.9663,2013-02-14 12:07:32.585,Intermediário
1.9637,1.9643,2013-02-14 13:09:35.597,Intermediário
1.966,1.9666,2013-02-14 13:09:35.621,Fechamento
1.9613,1.9619,2013-02-15 10:04:34.678,Abertura
1.9572,1.9578,2013-02-15 11:05:37.486,Intermediário
1.9585,1.9591,2013-02-15 12:07:34.282,Intermediário
1.9607,1.9612,2013-02-15 13:03:24.406,Intermediário
1.9594,1.96,2013-02-15 13:03:24.43,Fechamento
1.967,1.9676,2013-02-18 10:09:41.407,Abertura
1.968,1.9686,2013-02-18 11:11:35.334,Intermediário
1.9685,1.9691,2013-02-18 12:07:38.172,Intermediário
1.9645,1.9651,2013-02-18 13:03:52.199,Intermediário
1.967,1.9676,2013-02-18 13:03:52.256,Fechamento
1.9604,1.961,2013-02-19 10:10:35.456,Abertura
1.9609,1.9615,2013-02-19 11:11:27.805,Intermediário
1.9584,1.959,2013-02-19 12:06:28.326,Intermediário
1.9568,1.9574,2013-02-19 13:08:01.66,Intermediário
1.9591,1.9597,2013-02-19 13:08:01.687,Fechamento
1.9554,1.956,2013-02-20 10:07:36.296,Abertura
1.9539,1.9545,2013-02-20 11:02:41.707,Intermediário
1.9564,1.957,2013-02-20 12:09:28.648,Intermediário
1.96,1.9606,2013-02-20 13:08:45.521,Intermediário
1.9564,1.957,2013-02-20 13:08:45.533,Fechamento
1.9659,1.9664,2013-02-21 10:07:35.087,Abertura
1.9703,1.9709,2013-02-21 11:05:35.54,Intermediário
1.9738,1.9744,2013-02-21 12:08:31.189,Intermediário
1.9758,1.9764,2013-02-21 13:13:20.062,Intermediário
1.9715,1.972,2013-02-21 13:13:20.084,Fechamento
1.9668,1.9674,2013-02-22 10:05:34.696,Abertura
1.9679,1.9684,2013-02-22 11:11:27.335,Intermediário
1.9736,1.9742,2013-02-22 12:10:29.134,Intermediário
1.9714,1.9721,2013-02-22 13:03:02.114,Intermediário
1.9699,1.9705,2013-02-22 13:03:02.142,Fechamento
1.9647,1.9653,2013-02-25 10:04:35.88,Abertura
1.9662,1.9668,2013-02-25 11:08:28.485,Intermediário
1.9667,1.9673,2013-02-25 12:08:28.437,Intermediário
1.9702,1.9708,2013-02-25 13:10:09.33,Intermediário
1.967,1.9676,2013-02-25 13:10:09.342,Fechamento
1.9815,1.9821,2013-02-26 10:07:34.277,Abertura
1.9805,1.9811,2013-02-26 11:04:32.718,Intermediário
1.9769,1.9775,2013-02-26 12:03:36.165,Intermediário
1.9859,1.9864,2013-02-26 13:06:54.773,Intermediário
1.9812,1.9818,2013-02-26 13:06:54.78,Fechamento
1.9812,1.9817,2013-02-27 10:11:34.258,Abertura
1.9822,1.9828,2013-02-27 11:07:10.016,Intermediário
1.9802,1.9808,2013-02-27 12:05:32.434,Intermediário
1.9767,1.9773,2013-02-27 13:11:43.536,Intermediário
1.9801,1.9807,2013-02-27 13:11:43.577,Fechamento
1.9707,1.9712,2013-02-28 10:10:37.103,Abertura
1.9748,1.9753,2013-02-28 11:02:52.168,Intermediário
1.9763,1.9768,2013-02-28 12:07:40.53,Intermediário
1.9777,1.9783,2013-02-28 13:11:51.935,Intermediário
1.9749,1.9754,2013-02-28 13:11:51.961,Fechamento
1.9856,1.9862,2013-03-01 10:06:31.598,Abertura
1.9855,1.986,2013-03-01 11:11:30.038,Intermediário
1.9839,1.9845,2013-03-01 12:05:32.737,Intermediário
1.982,1.9826,2013-03-01 13:12:05.858,Intermediário
1.9843,1.9848,2013-03-01 13:12:05.871,Fechamento
1.9855,1.986,2013-03-04 10:06:33.749,Abertura
1.9835,1.984,2013-03-04 11:06:30.845,Intermediário
1.9807,1.9812,2013-03-04 12:03:36.757,Intermediário
1.979,1.9797,2013-03-04 13:08:50.68,Intermediário
1.9822,1.9827,2013-03-04 13:08:50.693,Fechamento
1.97,1.9706,2013-03-05 10:06:42.502,Abertura
1.9695,1.97,2013-03-05 11:02:44.557,Intermediário
1.9675,1.968,2013-03-05 12:09:33.537,Intermediário
1.968,1.9685,2013-03-05 13:04:46.751,Intermediário
1.9688,1.9693,2013-03-05 13:04:46.767,Fechamento
1.965,1.9656,2013-03-06 10:08:31.274,Abertura
1.967,1.9676,2013-03-06 11:06:31.712,Intermediário
1.9675,1.9681,2013-03-06 12:06:30.259,Intermediário
1.9675,1.968,2013-03-06 13:07:01.833,Intermediário
1.9668,1.9673,2013-03-06 13:07:01.842,Fechamento
1.9674,1.968,2013-03-07 10:06:16.465,Abertura
1.9664,1.967,2013-03-07 11:02:43.89,Intermediário
1.9625,1.963,2013-03-07 12:04:33.604,Intermediário
1.9582,1.9588,2013-03-07 13:08:47.258,Intermediário
1.9636,1.9642,2013-03-07 13:08:47.273,Fechamento
1.9535,1.9541,2013-03-08 10:11:29.289,Abertura
1.9521,1.9527,2013-03-08 11:11:26.643,Intermediário
1.9549,1.9555,2013-03-08 12:05:29.711,Intermediário
1.9484,1.949,2013-03-08 13:04:53.334,Intermediário
1.9522,1.9528,2013-03-08 13:04:53.34,Fechamento
1.9454,1.946,2013-03-11 10:05:29.708,Abertura
1.9569,1.9574,2013-03-11 11:07:28.185,Intermediário
1.9569,1.9574,2013-03-11 12:05:29.837,Intermediário
1.9592,1.9598,2013-03-11 13:10:38.249,Intermediário
1.9546,1.9552,2013-03-11 13:10:38.26,Fechamento
1.9571,1.9577,2013-03-12 10:05:29.279,Abertura
1.9551,1.9557,2013-03-12 11:05:27.452,Intermediário
1.9576,1.9582,2013-03-12 12:05:29.509,Intermediário
1.9617,1.9623,2013-03-12 13:03:36.009,Intermediário
1.9579,1.9585,2013-03-12 13:03:36.02,Fechamento
1.961,1.9615,2013-03-13 10:05:28.485,Abertura
1.9625,1.9631,2013-03-13 11:08:28.255,Intermediário
1.9608,1.9614,2013-03-13 12:06:45.075,Intermediário
1.9611,1.9617,2013-03-13 13:26:39.766,Intermediário
1.9614,1.9619,2013-03-13 13:26:39.778,Fechamento
1.9675,1.968,2013-03-14 10:11:30.463,Abertura
1.9659,1.9665,2013-03-14 11:04:26.57,Intermediário
1.9669,1.9675,2013-03-14 12:04:27.066,Intermediário
1.9679,1.9685,2013-03-14 13:10:44.773,Intermediário
1.9671,1.9676,2013-03-14 13:10:44.779,Fechamento
1.9688,1.9694,2013-03-15 10:02:28.439,Abertura
1.9747,1.9753,2013-03-15 11:03:29.41,Intermediário
1.9773,1.9779,2013-03-15 12:03:26.801,Intermediário
1.9763,1.9769,2013-03-15 13:03:34.948,Intermediário
1.9743,1.9749,2013-03-15 13:03:34.959,Fechamento
1.9882,1.9888,2013-03-18 10:05:28.786,Abertura
1.9853,1.9859,2013-03-18 11:08:26.756,Intermediário
1.9847,1.9853,2013-03-18 12:05:30.636,Intermediário
1.9877,1.9883,2013-03-18 13:08:53.114,Intermediário
1.9865,1.9871,2013-03-18 13:08:53.125,Fechamento
1.9795,1.9801,2013-03-19 10:07:30.432,Abertura
1.981,1.9816,2013-03-19 11:06:27.079,Intermediário
1.9825,1.9831,2013-03-19 12:10:27.493,Intermediário
1.9865,1.9871,2013-03-19 13:08:43.589,Intermediário
1.9824,1.983,2013-03-19 13:08:43.599,Fechamento
1.9825,1.9831,2013-03-20 10:07:28.229,Abertura
1.9881,1.9887,2013-03-20 11:05:27.118,Intermediário
1.9871,1.9876,2013-03-20 12:06:25.773,Intermediário
1.9871,1.9876,2013-03-20 13:20:57.33,Intermediário
1.9862,1.9868,2013-03-20 13:20:57.344,Fechamento
