cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
5.4322,5.4328,2026-01-02 10:02:27.416,Abertura
5.4322,5.4328,2026-01-02 11:03:26.067,Intermediário
5.4447,5.4453,2026-01-02 12:09:25.423,Intermediário
5.4372,5.4378,2026-01-02 13:03:33.249,Intermediário
5.4366,5.4372,2026-01-02 13:03:33.254,Fechamento
5.4418,5.4424,2026-01-05 10:06:26.51,Abertura
5.4451,5.4457,2026-01-05 11:03:26.834,Intermediário
5.4335,5.4341,2026-01-05 12:10:26.364,Intermediário
5.4177,5.4183,2026-01-05 13:10:14.886,Intermediário
5.4345,5.4351,2026-01-05 13:10:14.896,Fechamento
5.3959,5.3965,2026-01-06 10:11:27.803,Abertura
5.382,5.3826,2026-01-06 11:07:25.765,Intermediário
5.3686,5.3692,2026-01-06 12:08:25.824,Intermediário
5.3699,5.3705,2026-01-06 13:12:07.348,Intermediário
5.3791,5.3797,2026-01-06 13:12:07.358,Fechamento
5.3845,5.3851,2026-01-07 10:05:25.683,Abertura
5.3781,5.3787,2026-01-07 11:03:27.334,Intermediário
5.3944,5.395,2026-01-07 12:10:25.525,Intermediário
5.3927,5.3933,2026-01-07 13:06:26.994,Intermediário
5.3874,5.388,2026-01-07 13:06:27.001,Fechamento
5.3808,5.3814,2026-01-08 10:02:27.805,Abertura
5.3855,5.3861,2026-01-08 11:08:26.052,Intermediário
5.3866,5.3872,2026-01-08 12:05:32.25,Intermediário
5.3886,5.3892,2026-01-08 13:04:28.611,Intermediário
5.3854,5.386,2026-01-08 13:04:28.616,Fechamento
5.3865,5.3871,2026-01-09 10:03:26.26,Abertura
5.3691,5.3697,2026-01-09 11:11:25.964,Intermediário
5.3663,5.3669,2026-01-09 12:07:45.393,Intermediário
5.3584,5.359,2026-01-09 13:09:29.049,Intermediário
5.3701,5.3707,2026-01-09 13:09:29.054,Fechamento
5.3779,5.3785,2026-01-12 10:11:26.245,Abertura
5.3793,5.3799,2026-01-12 11:09:25.754,Intermediário
5.3737,5.3743,2026-01-12 12:02:26.884,Intermediário
5.3707,5.3713,2026-01-12 13:08:29.046,Intermediário
5.3754,5.376,2026-01-12 13:08:29.056,Fechamento
5.3801,5.3807,2026-01-13 10:02:27.802,Abertura
5.3685,5.3691,2026-01-13 11:11:26.321,Intermediário
5.3758,5.3764,2026-01-13 12:07:45.399,Intermediário
5.3786,5.3792,2026-01-13 13:08:54.154,Intermediário
5.3758,5.3764,2026-01-13 13:08:54.165,Fechamento
5.3649,5.3655,2026-01-14 10:04:25.001,Abertura
5.3754,5.376,2026-01-14 11:05:25.549,Intermediário
5.3816,5.3822,2026-01-14 12:11:42.912,Intermediário
5.3937,5.3943,2026-01-14 13:04:32.407,Intermediário
5.3789,5.3795,2026-01-14 13:04:32.411,Fechamento
5.3854,5.386,2026-01-15 10:03:25.821,Abertura
5.3958,5.3964,2026-01-15 11:10:16.067,Intermediário
5.385,5.3856,2026-01-15 12:04:25.618,Intermediário
5.3699,5.3705,2026-01-15 13:05:25.656,Intermediário
5.384,5.3846,2026-01-15 13:05:25.66,Fechamento
5.3735,5.3741,2026-01-16 10:08:25.528,Abertura
5.3775,5.3781,2026-01-16 11:02:26.31,Intermediário
5.3852,5.3858,2026-01-16 12:08:25.396,Intermediário
5.3806,5.3812,2026-01-16 13:04:26.478,Intermediário
5.3792,5.3798,2026-01-16 13:04:26.486,Fechamento
5.3698,5.3704,2026-01-19 10:09:53.241,Abertura
5.3661,5.3667,2026-01-19 11:09:25.718,Intermediário
5.3675,5.3681,2026-01-19 12:07:25.828,Intermediário
5.3554,5.356,2026-01-19 13:07:27.655,Intermediário
5.3647,5.3653,2026-01-19 13:07:27.662,Fechamento
5.3866,5.3872,2026-01-20 10:05:24.954,Abertura
5.3865,5.3871,2026-01-20 11:08:25.538,Intermediário
5.3752,5.3758,2026-01-20 12:04:06.773,Intermediário
5.3654,5.366,2026-01-20 13:02:30.778,Intermediário
5.3784,5.379,2026-01-20 13:02:30.787,Fechamento
5.3475,5.3481,2026-01-21 10:05:25.295,Abertura
5.3466,5.3473,2026-01-21 11:09:24.986,Intermediário
5.3272,5.3278,2026-01-21 12:09:27.766,Intermediário
5.3234,5.324,2026-01-21 13:04:32.859,Intermediário
5.3362,5.3368,2026-01-21 13:04:32.866,Fechamento
5.3128,5.3134,2026-01-22 10:09:25.761,Abertura
5.3236,5.3242,2026-01-22 11:06:25.238,Intermediário
5.314,5.3146,2026-01-22 12:06:25.289,Intermediário
5.2944,5.2951,2026-01-22 13:07:26.394,Intermediário
5.3112,5.3118,2026-01-22 13:07:26.401,Fechamento
5.2787,5.2793,2026-01-23 10:10:25.143,Abertura
5.2927,5.2934,2026-01-23 11:09:24.66,Intermediário
5.2938,5.2944,2026-01-23 12:12:14.168,Intermediário
5.2837,5.2843,2026-01-23 13:09:25.544,Intermediário
5.2872,5.2879,2026-01-23 13:09:25.549,Fechamento
5.2855,5.2861,2026-01-26 10:11:26.918,Abertura
5.2836,5.2842,2026-01-26 11:03:26.007,Intermediário
5.2681,5.2687,2026-01-26 12:03:25.748,Intermediário
5.2645,5.2651,2026-01-26 13:09:03.02,Intermediário
5.2754,5.276,2026-01-26 13:09:03.031,Fechamento
5.2558,5.2564,2026-01-27 10:03:25.439,Abertura
5.2446,5.2452,2026-01-27 11:08:24.8,Intermediário
5.2428,5.2434,2026-01-27 12:10:25.151,Intermediário
5.2111,5.2117,2026-01-27 13:08:25.772,Intermediário
5.2386,5.2392,2026-01-27 13:08:25.783,Fechamento
5.1718,5.1724,2026-01-28 10:05:25.551,Abertura
5.1758,5.1764,2026-01-28 11:42:52.187,Intermediário
5.1836,5.1842,2026-01-28 12:08:26.778,Intermediário
5.2016,5.2022,2026-01-28 13:10:27.384,Intermediário
5.1832,5.1838,2026-01-28 13:10:27.392,Fechamento
5.1822,5.1828,2026-01-29 10:10:32.122,Abertura
5.1808,5.1815,2026-01-29 11:11:25.449,Intermediário
5.2023,5.2029,2026-01-29 12:03:24.903,Intermediário
5.2147,5.2153,2026-01-29 13:08:22.922,Intermediário
5.195,5.1956,2026-01-29 13:08:22.928,Fechamento
5.223,5.2236,2026-01-30 10:09:25.185,Abertura
5.2343,5.2349,2026-01-30 11:04:25.565,Intermediário
5.2257,5.2263,2026-01-30 12:08:25.64,Intermediário
5.2348,5.2354,2026-01-30 13:05:28.721,Intermediário
5.2295,5.2301,2026-01-30 13:05:28.73,Fechamento
5.2542,5.2548,2026-02-02 10:11:27.529,Abertura
5.2589,5.2595,2026-02-02 11:04:26.138,Intermediário
5.2577,5.2583,2026-02-02 12:09:25.981,Intermediário
5.2614,5.262,2026-02-02 13:07:27.929,Intermediário
5.2581,5.2587,2026-02-02 13:07:27.937,Fechamento
5.2315,5.2321,2026-02-03 10:02:26.022,Abertura
5.2162,5.2168,2026-02-03 11:04:24.521,Intermediário
5.2291,5.2297,2026-02-03 12:02:25.204,Intermediário
5.2152,5.2158,2026-02-03 13:11:27.218,Intermediário
5.223,5.2236,2026-02-03 13:11:27.228,Fechamento
5.2189,5.2195,2026-02-04 10:10:41.883,Abertura
5.2242,5.2248,2026-02-04 11:10:26.435,Intermediário
5.2462,5.2468,2026-02-04 12:03:25.871,Intermediário
5.2519,5.2525,2026-02-04 13:10:28.558,Intermediário
5.2353,5.2359,2026-02-04 13:10:28.563,Fechamento
5.2618,5.2624,2026-02-05 10:06:25.552,Abertura
5.2516,5.2522,2026-02-05 11:11:25.728,Intermediário
5.2434,5.244,2026-02-05 12:03:23.569,Intermediário
