cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
0.34519,0.34692,2006-01-02 10:12:00.0,Abertura
0.34579,0.34625,2006-01-02 10:14:00.0,Intermediário
0.34609,0.34664,2006-01-02 10:30:00.0,Intermediário
0.34618,0.34669,2006-01-02 11:00:00.0,Intermediário
0.34633,0.34688,2006-01-02 11:30:00.0,Intermediário
0.3464,0.34695,2006-01-02 12:00:00.0,Intermediário
0.3467,0.34725,2006-01-02 12:30:00.0,Intermediário
0.3464,0.34696,2006-01-02 13:00:00.0,Intermediário
0.34594,0.34649,2006-01-02 13:30:00.0,Intermediário
0.34602,0.34647,2006-01-02 14:00:00.0,Intermediário
0.34572,0.3463,2006-01-02 14:30:00.0,Intermediário
0.34539,0.34594,2006-01-02 15:00:00.0,Intermediário
0.34518,0.34578,2006-01-02 15:30:00.0,Intermediário
0.34596,0.34651,2006-01-02 16:00:00.0,Intermediário
0.34618,0.34692,2006-01-02 16:30:00.0,Fechamento Interbancário
0.34591,0.34648,2006-01-02 17:36:00.0,Fechamento
0.34856,0.35031,2006-01-03 09:40:00.0,Abertura
0.34951,0.35007,2006-01-03 10:00:00.0,Intermediário
0.34984,0.3504,2006-01-03 10:30:00.0,Intermediário
0.34933,0.35004,2006-01-03 11:00:00.0,Intermediário
0.35015,0.35071,2006-01-03 11:30:00.0,Intermediário
0.35019,0.35099,2006-01-03 12:00:00.0,Intermediário
0.3509,0.35157,2006-01-03 12:30:00.0,Intermediário
0.35161,0.35201,2006-01-03 13:00:00.0,Intermediário
0.35184,0.35225,2006-01-03 13:30:00.0,Intermediário
0.35189,0.35256,2006-01-03 14:00:00.0,Intermediário
0.35194,0.35251,2006-01-03 14:30:00.0,Intermediário
0.35108,0.35164,2006-01-03 15:00:00.0,Intermediário
0.35102,0.35159,2006-01-03 15:30:00.0,Intermediário
0.35056,0.35102,2006-01-03 16:00:00.0,Intermediário
0.35071,0.35127,2006-01-03 16:30:00.0,Fechamento Interbancário
0.35315,0.35353,2006-01-03 17:42:00.0,Fechamento
0.35171,0.35344,2006-01-04 09:49:00.0,Abertura
0.3523,0.35277,2006-01-04 10:00:00.0,Intermediário
0.3522,0.35278,2006-01-04 10:30:00.0,Intermediário
0.35201,0.35259,2006-01-04 11:00:00.0,Intermediário
0.3518,0.35237,2006-01-04 11:30:00.0,Intermediário
0.35202,0.35249,2006-01-04 12:00:00.0,Intermediário
0.35195,0.35239,2006-01-04 12:30:00.0,Intermediário
0.35049,0.35098,2006-01-04 13:00:00.0,Intermediário
0.35024,0.35081,2006-01-04 13:30:00.0,Intermediário
0.35063,0.35121,2006-01-04 14:00:00.0,Intermediário
0.35129,0.35187,2006-01-04 14:30:00.0,Intermediário
0.35119,0.35165,2006-01-04 15:00:00.0,Intermediário
0.35101,0.35143,2006-01-04 15:30:00.0,Intermediário
0.35057,0.35114,2006-01-04 16:00:00.0,Intermediário
0.35024,0.35081,2006-01-04 16:30:00.0,Fechamento Interbancário
0.35281,0.3532,2006-01-04 17:44:00.0,Fechamento
0.34551,0.34728,2006-01-05 09:45:00.0,Abertura
0.34684,0.34741,2006-01-05 10:00:00.0,Intermediário
0.34769,0.34821,2006-01-05 10:30:00.0,Intermediário
0.34648,0.34705,2006-01-05 11:00:00.0,Intermediário
0.34598,0.34646,2006-01-05 11:30:00.0,Intermediário
0.34622,0.34679,2006-01-05 12:00:00.0,Intermediário
0.34563,0.3462,2006-01-05 12:30:00.0,Intermediário
0.34631,0.34683,2006-01-05 13:00:00.0,Intermediário
0.34663,0.34695,2006-01-05 13:30:00.0,Intermediário
0.34654,0.3469,2006-01-05 14:00:00.0,Intermediário
0.34663,0.34705,2006-01-05 14:30:00.0,Intermediário
0.34763,0.3482,2006-01-05 15:00:00.0,Intermediário
0.34874,0.34931,2006-01-05 15:30:00.0,Intermediário
0.34847,0.34904,2006-01-05 16:00:00.0,Intermediário
0.34856,0.34903,2006-01-05 16:30:00.0,Fechamento Interbancário
0.34791,0.34819,2006-01-05 17:44:00.0,Fechamento
0.34696,0.34875,2006-01-06 09:40:00.0,Abertura
0.34752,0.34809,2006-01-06 10:00:00.0,Intermediário
0.34928,0.3498,2006-01-06 10:30:00.0,Intermediário
0.34984,0.35041,2006-01-06 11:00:00.0,Intermediário
0.34883,0.34941,2006-01-06 11:30:00.0,Intermediário
0.34922,0.34979,2006-01-06 12:00:00.0,Intermediário
0.34917,0.34969,2006-01-06 12:30:00.0,Intermediário
