cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
4.2027,4.22732,2007-01-02 09:22:00.0,Abertura
4.21032,4.2149,2007-01-02 09:30:00.0,Intermediário
4.20989,4.21469,2007-01-02 10:00:00.0,Intermediário
4.21293,4.21554,2007-01-02 10:30:00.0,Intermediário
4.21224,4.21485,2007-01-02 11:07:00.0,Intermediário
4.21236,4.21694,2007-01-02 11:43:00.0,Intermediário
4.2106,4.21518,2007-01-02 12:00:00.0,Intermediário
4.21081,4.213,2007-01-02 12:30:00.0,Intermediário
4.20638,4.21107,2007-01-02 13:00:00.0,Intermediário
4.20606,4.21054,2007-01-02 13:30:00.0,Intermediário
4.20564,4.21236,2007-01-02 14:00:00.0,Intermediário
4.20969,4.21385,2007-01-02 14:30:00.0,Intermediário
4.21124,4.21385,2007-01-02 15:00:00.0,Intermediário
4.20553,4.20835,2007-01-02 15:30:00.0,Intermediário
4.20532,4.20814,2007-01-02 16:00:00.0,Intermediário
4.20356,4.20814,2007-01-02 16:30:00.0,Fechamento Interbancário
4.21026,4.21248,2007-01-02 17:38:00.0,Fechamento
4.17748,4.19818,2007-01-03 09:18:00.0,Abertura
4.18661,4.1916,2007-01-03 09:30:00.0,Intermediário
4.18385,4.18873,2007-01-03 10:00:00.0,Intermediário
4.18695,4.19194,2007-01-03 10:30:00.0,Intermediário
4.18392,4.1887,2007-01-03 11:00:00.0,Intermediário
4.18823,4.19301,2007-01-03 11:30:00.0,Intermediário
4.17769,4.18268,2007-01-03 12:00:00.0,Intermediário
4.18549,4.19048,2007-01-03 12:30:00.0,Intermediário
4.17559,4.18225,2007-01-03 13:00:00.0,Intermediário
4.18232,4.18514,2007-01-03 13:30:00.0,Intermediário
4.17207,4.17509,2007-01-03 14:00:00.0,Intermediário
4.16822,4.17038,2007-01-03 14:30:00.0,Intermediário
4.16523,4.16977,2007-01-03 15:00:00.0,Intermediário
4.17086,4.1754,2007-01-03 15:30:00.0,Intermediário
4.17062,4.17343,2007-01-03 16:00:00.0,Intermediário
4.16739,4.17236,2007-01-03 16:30:00.0,Fechamento Interbancário
4.16427,4.1669,2007-01-03 17:43:00.0,Fechamento
4.15736,4.17744,2007-01-04 09:22:00.0,Abertura
4.16769,4.17265,2007-01-04 09:30:00.0,Intermediário
4.16749,4.17008,2007-01-04 10:00:00.0,Intermediário
4.16685,4.17181,2007-01-04 10:30:00.0,Intermediário
4.16123,4.16726,2007-01-04 11:00:00.0,Intermediário
4.15857,4.16685,2007-01-04 11:30:00.0,Intermediário
4.16792,4.17094,2007-01-04 12:00:00.0,Intermediário
4.16858,4.17117,2007-01-04 12:30:00.0,Intermediário
4.16558,4.1729,2007-01-04 13:00:00.0,Intermediário
4.16836,4.17354,2007-01-04 13:30:00.0,Intermediário
4.16901,4.17397,2007-01-04 14:00:00.0,Intermediário
4.16794,4.173,2007-01-04 14:30:00.0,Intermediário
4.16599,4.16901,2007-01-04 15:00:00.0,Intermediário
4.16663,4.16965,2007-01-04 15:30:00.0,Intermediário
4.16642,4.17085,2007-01-04 16:00:00.0,Intermediário
4.16706,4.16976,2007-01-04 16:30:00.0,Fechamento Interbancário
4.16531,4.16762,2007-01-04 17:44:00.0,Fechamento
4.15097,4.17122,2007-01-05 09:19:00.0,Abertura
4.16044,4.16345,2007-01-05 09:30:00.0,Intermediário
4.16087,4.16388,2007-01-05 10:00:00.0,Intermediário
4.1598,4.16281,2007-01-05 10:30:00.0,Intermediário
4.15958,4.16432,2007-01-05 11:00:00.0,Intermediário
4.14715,4.15208,2007-01-05 11:30:00.0,Intermediário
4.13406,4.13835,2007-01-05 12:00:00.0,Intermediário
4.1317,4.13663,2007-01-05 12:30:00.0,Intermediário
4.13899,4.14296,2007-01-05 13:00:00.0,Intermediário
4.14092,4.14586,2007-01-05 13:30:00.0,Intermediário
4.13235,4.13727,2007-01-05 14:00:00.0,Intermediário
4.13277,4.1377,2007-01-05 14:30:00.0,Intermediário
4.1495,4.15401,2007-01-05 15:00:00.0,Intermediário
4.14799,4.15669,2007-01-05 15:30:00.0,Intermediário
4.15078,4.15314,2007-01-05 16:00:00.0,Intermediário
4.14971,4.15228,2007-01-05 16:30:00.0,Fechamento Interbancário
4.14122,4.14341,2007-01-05 17:39:00.0,Fechamento
4.15101,4.17121,2007-01-08 09:24:00.0,Abertura
4.15724,4.15982,2007-01-08 09:30:00.0,Intermediário
4.1508,4.15552,2007-01-08 10:00:00.0,Intermediário
4.15101,4.15574,2007-01-08 10:30:00.0,Intermediário
4.15251,4.15509,2007-01-08 11:00:00.0,Intermediário
4.1479,4.1523,2007-01-08 11:30:00.0,Intermediário
4.13963,4.14263,2007-01-08 12:00:00.0,Intermediário
4.14435,4.15058,2007-01-08 12:30:00.0,Intermediário
4.148,4.15251,2007-01-08 13:00:00.0,Intermediário
4.15745,4.16197,2007-01-08 13:30:00.0,Intermediário
4.15316,4.16068,2007-01-08 14:00:00.0,Intermediário
4.15702,4.16154,2007-01-08 14:30:00.0,Intermediário
4.16519,4.16756,2007-01-08 15:00:00.0,Intermediário
4.16713,4.1695,2007-01-08 15:30:00.0,Intermediário
4.16606,4.17058,2007-01-08 16:00:00.0,Intermediário
4.16584,4.17165,2007-01-08 16:30:00.0,Fechamento Interbancário
4.16526,4.16874,2007-01-08 17:34:00.0,Fechamento
4.15609,4.17638,2007-01-09 09:21:00.0,Abertura
4.16515,4.17011,2007-01-09 09:30:00.0,Intermediário
4.16602,4.17055,2007-01-09 10:00:00.0,Intermediário
4.16667,4.16883,2007-01-09 10:30:00.0,Intermediário
4.16797,4.17034,2007-01-09 11:00:00.0,Intermediário
4.16903,4.17184,2007-01-09 11:30:00.0,Intermediário
4.16323,4.16582,2007-01-09 12:10:00.0,Intermediário
4.1669,4.16927,2007-01-09 12:30:00.0,Intermediário
4.16646,4.1712,2007-01-09 13:00:00.0,Intermediário
4.16388,4.16819,2007-01-09 13:30:00.0,Intermediário
4.16388,4.16862,2007-01-09 14:05:00.0,Intermediário
4.16863,4.17359,2007-01-09 14:30:00.0,Intermediário
4.17208,4.17682,2007-01-09 15:00:00.0,Intermediário
4.1729,4.17941,2007-01-09 15:30:00.0,Intermediário
4.16799,4.17272,2007-01-09 16:00:00.0,Intermediário
4.16798,4.17251,2007-01-09 16:30:00.0,Fechamento Interbancário
4.17147,4.17367,2007-01-09 17:36:00.0,Fechamento
4.16476,4.18522,2007-01-10 09:21:00.0,Abertura
4.17122,4.17553,2007-01-10 09:30:00.0,Intermediário
4.17488,4.1779,2007-01-10 10:00:00.0,Intermediário
4.18005,4.18716,2007-01-10 10:30:00.0,Intermediário
4.18145,4.18393,2007-01-10 11:00:00.0,Intermediário
4.171,4.18285,2007-01-10 11:30:00.0,Intermediário
4.17186,4.17681,2007-01-10 12:00:00.0,Intermediário
4.17531,4.18026,2007-01-10 12:30:00.0,Intermediário
4.17359,4.17811,2007-01-10 13:07:00.0,Intermediário
4.16518,4.16991,2007-01-10 13:30:00.0,Intermediário
