cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
7.546,7.5491,2022-01-03 10:04:22.186,Abertura
7.5842,7.5873,2022-01-03 11:11:42.883,Intermediário
7.5974,7.6004,2022-01-03 12:09:19.76,Intermediário
7.6168,7.6182,2022-01-03 13:11:50.353,Intermediário
7.5711,7.5724,2022-01-03 13:11:50.357,Fechamento
7.6721,7.6735,2022-01-04 10:05:22.015,Abertura
7.705,7.7064,2022-01-04 11:05:20.148,Intermediário
7.6399,7.6429,2022-01-04 12:10:19.466,Intermediário
7.681,7.6824,2022-01-04 13:08:59.118,Intermediário
7.694,7.6954,2022-01-04 13:08:59.123,Fechamento
7.6854,7.6885,2022-01-05 10:06:19.404,Abertura
7.6766,7.6785,2022-01-05 11:06:19.009,Intermediário
7.6472,7.6503,2022-01-05 12:03:19.428,Intermediário
7.6774,7.6787,2022-01-05 13:07:53.088,Intermediário
7.6802,7.6816,2022-01-05 13:07:53.094,Fechamento
7.7089,7.712,2022-01-06 10:08:20.059,Abertura
7.7165,7.7196,2022-01-06 11:04:18.945,Intermediário
7.733,7.7361,2022-01-06 12:07:19.698,Intermediário
7.714,7.7176,2022-01-06 13:09:47.709,Intermediário
7.7141,7.7178,2022-01-06 13:09:47.715,Fechamento
7.7056,7.7087,2022-01-07 10:06:19.793,Abertura
7.7199,7.7229,2022-01-07 11:06:20.501,Intermediário
7.6603,7.6634,2022-01-07 12:10:20.558,Intermediário
7.6756,7.6787,2022-01-07 13:02:38.2,Intermediário
7.7006,7.7037,2022-01-07 13:02:38.206,Fechamento
7.6706,7.6737,2022-01-10 10:05:20.954,Abertura
7.6852,7.6883,2022-01-10 11:07:20.809,Intermediário
7.6922,7.6953,2022-01-10 12:10:22.364,Intermediário
7.7076,7.709,2022-01-10 13:09:59.739,Intermediário
7.6926,7.694,2022-01-10 13:09:59.748,Fechamento
7.6634,7.6653,2022-01-11 10:10:21.47,Abertura
7.6704,7.6717,2022-01-11 11:08:18.917,Intermediário
7.6477,7.6496,2022-01-11 12:04:18.983,Intermediário
7.6265,7.6301,2022-01-11 13:05:48.113,Intermediário
7.6646,7.6682,2022-01-11 13:05:48.123,Fechamento
7.6012,7.6043,2022-01-12 10:10:20.448,Abertura
7.6036,7.6066,2022-01-12 11:07:21.331,Intermediário
7.6031,7.6067,2022-01-12 12:09:18.721,Intermediário
7.5983,7.6014,2022-01-12 13:11:22.441,Intermediário
7.6095,7.6126,2022-01-12 13:11:22.447,Fechamento
7.6113,7.6126,2022-01-13 10:04:21.4,Abertura
7.5915,7.594,2022-01-13 11:02:19.23,Intermediário
7.5746,7.5765,2022-01-13 12:07:19.699,Intermediário
7.5647,7.5677,2022-01-13 13:11:46.387,Intermediário
7.5856,7.5886,2022-01-13 13:11:46.392,Fechamento
