2026-08-12 00:07:28,272 | INFO | ============================================================
2026-08-12 00:07:37,698 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:37,707 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:37,707 | INFO | Pasta criada com sucesso
2026-08-12 00:07:37,719 | INFO | Extração concluída
2026-08-12 00:07:37,719 | INFO | Foram extraídos 2737 registros
2026-08-12 00:07:37,720 | INFO | ============================================================
2026-08-12 00:07:37,720 | INFO | ============================================================
2026-08-12 00:07:37,720 | INFO | Iniciando extração: moeda=AUD, ano=2012
2026-08-12 00:07:38,273 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:38,277 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:38,278 | INFO | Pasta criada com sucesso
2026-08-12 00:07:38,284 | INFO | Extração concluída
2026-08-12 00:07:38,284 | INFO | Foram extraídos 1250 registros
2026-08-12 00:07:38,284 | INFO | ============================================================
2026-08-12 00:07:38,284 | INFO | ============================================================
2026-08-12 00:07:38,284 | INFO | Iniciando extração: moeda=AUD, ano=2013
2026-08-12 00:07:38,927 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:38,931 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:38,932 | INFO | Pasta criada com sucesso
2026-08-12 00:07:38,939 | INFO | Extração concluída
2026-08-12 00:07:38,939 | INFO | Foram extraídos 1259 registros
2026-08-12 00:07:38,940 | INFO | ============================================================
2026-08-12 00:07:38,940 | INFO | ============================================================
2026-08-12 00:07:38,940 | INFO | Iniciando extração: moeda=AUD, ano=2014
2026-08-12 00:07:39,527 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:39,531 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:39,532 | INFO | Pasta criada com sucesso
2026-08-12 00:07:39,537 | INFO | Extração concluída
2026-08-12 00:07:39,537 | INFO | Foram extraídos 1254 registros
2026-08-12 00:07:39,537 | INFO | ============================================================
2026-08-12 00:07:39,537 | INFO | ============================================================
2026-08-12 00:07:39,538 | INFO | Iniciando extração: moeda=AUD, ano=2015
2026-08-12 00:07:40,048 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:40,052 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:40,053 | INFO | Pasta criada com sucesso
2026-08-12 00:07:40,058 | INFO | Extração concluída
2026-08-12 00:07:40,058 | INFO | Foram extraídos 1244 registros
2026-08-12 00:07:40,058 | INFO | ============================================================
2026-08-12 00:07:40,058 | INFO | ============================================================
2026-08-12 00:07:40,058 | INFO | Iniciando extração: moeda=AUD, ano=2016
2026-08-12 00:07:40,779 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:40,784 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:40,785 | INFO | Pasta criada com sucesso
2026-08-12 00:07:40,790 | INFO | Extração concluída
2026-08-12 00:07:40,791 | INFO | Foram extraídos 1253 registros
2026-08-12 00:07:40,791 | INFO | ============================================================
2026-08-12 00:07:40,791 | INFO | ============================================================
2026-08-12 00:07:40,791 | INFO | Iniciando extração: moeda=AUD, ano=2017
2026-08-12 00:07:41,370 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:41,373 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:41,374 | INFO | Pasta criada com sucesso
2026-08-12 00:07:41,383 | INFO | Extração concluída
2026-08-12 00:07:41,383 | INFO | Foram extraídos 1243 registros
2026-08-12 00:07:41,384 | INFO | ============================================================
2026-08-12 00:07:41,384 | INFO | ============================================================
2026-08-12 00:07:41,384 | INFO | Iniciando extração: moeda=AUD, ano=2018
2026-08-12 00:07:41,958 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:41,962 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:41,963 | INFO | Pasta criada com sucesso
2026-08-12 00:07:41,968 | INFO | Extração concluída
2026-08-12 00:07:41,969 | INFO | Foram extraídos 1244 registros
2026-08-12 00:07:41,969 | INFO | ============================================================
2026-08-12 00:07:41,969 | INFO | ============================================================
2026-08-12 00:07:41,969 | INFO | Iniciando extração: moeda=AUD, ano=2019
2026-08-12 00:07:42,505 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:42,510 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:42,510 | INFO | Pasta criada com sucesso
2026-08-12 00:07:42,516 | INFO | Extração concluída
2026-08-12 00:07:42,516 | INFO | Foram extraídos 1259 registros
2026-08-12 00:07:42,516 | INFO | ============================================================
2026-08-12 00:07:42,517 | INFO | ============================================================
2026-08-12 00:07:42,517 | INFO | Iniciando extração: moeda=AUD, ano=2020
2026-08-12 00:07:43,034 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:43,038 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:43,039 | INFO | Pasta criada com sucesso
2026-08-12 00:07:43,047 | INFO | Extração concluída
2026-08-12 00:07:43,047 | INFO | Foram extraídos 1248 registros
2026-08-12 00:07:43,047 | INFO | ============================================================
2026-08-12 00:07:43,048 | INFO | ============================================================
2026-08-12 00:07:43,048 | INFO | Iniciando extração: moeda=AUD, ano=2021
2026-08-12 00:07:43,658 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:43,663 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:43,664 | INFO | Pasta criada com sucesso
2026-08-12 00:07:43,670 | INFO | Extração concluída
2026-08-12 00:07:43,670 | INFO | Foram extraídos 1248 registros
2026-08-12 00:07:43,670 | INFO | ============================================================
2026-08-12 00:07:43,670 | INFO | ============================================================
2026-08-12 00:07:43,670 | INFO | Iniciando extração: moeda=AUD, ano=2022
2026-08-12 00:07:44,255 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:44,260 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:44,260 | INFO | Pasta criada com sucesso
2026-08-12 00:07:44,268 | INFO | Extração concluída
2026-08-12 00:07:44,268 | INFO | Foram extraídos 1250 registros
2026-08-12 00:07:44,268 | INFO | ============================================================
2026-08-12 00:07:44,269 | INFO | ============================================================
2026-08-12 00:07:44,269 | INFO | Iniciando extração: moeda=AUD, ano=2023
2026-08-12 00:07:44,867 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:44,870 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:44,870 | INFO | Pasta criada com sucesso
2026-08-12 00:07:44,877 | INFO | Extração concluída
2026-08-12 00:07:44,877 | INFO | Foram extraídos 1240 registros
2026-08-12 00:07:44,877 | INFO | ============================================================
2026-08-12 00:07:44,877 | INFO | ============================================================
2026-08-12 00:07:44,877 | INFO | Iniciando extração: moeda=AUD, ano=2024
2026-08-12 00:07:45,519 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:45,523 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:45,524 | INFO | Pasta criada com sucesso
2026-08-12 00:07:45,532 | INFO | Extração concluída
2026-08-12 00:07:45,532 | INFO | Foram extraídos 1258 registros
2026-08-12 00:07:45,532 | INFO | ============================================================
2026-08-12 00:07:45,533 | INFO | ============================================================
2026-08-12 00:07:45,533 | INFO | Iniciando extração: moeda=AUD, ano=2025
2026-08-12 00:07:46,075 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:46,079 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:46,079 | INFO | Pasta criada com sucesso
2026-08-12 00:07:46,085 | INFO | Extração concluída
2026-08-12 00:07:46,085 | INFO | Foram extraídos 1254 registros
2026-08-12 00:07:46,086 | INFO | ============================================================
2026-08-12 00:07:46,086 | INFO | ============================================================
2026-08-12 00:07:46,086 | INFO | Iniciando extração: moeda=AUD, ano=2026
2026-08-12 00:07:46,643 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:46,646 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:46,647 | INFO | Pasta criada com sucesso
2026-08-12 00:07:46,652 | INFO | Extração concluída
2026-08-12 00:07:46,652 | INFO | Foram extraídos 758 registros
2026-08-12 00:07:46,652 | INFO | ============================================================
2026-08-12 00:07:46,653 | INFO | ============================================================
2026-08-12 00:07:46,653 | INFO | Iniciando extração: moeda=CAD, ano=2000
2026-08-12 00:07:47,453 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:47,465 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:47,465 | INFO | Pasta criada com sucesso
2026-08-12 00:07:47,510 | INFO | Extração concluída
2026-08-12 00:07:47,514 | INFO | Foram extraídos 4250 registros
2026-08-12 00:07:47,518 | INFO | ============================================================
2026-08-12 00:07:47,519 | INFO | ============================================================
2026-08-12 00:07:47,551 | INFO | Iniciando extração: moeda=CAD, ano=2001
2026-08-12 00:07:48,316 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:48,327 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:48,328 | INFO | Pasta criada com sucesso
2026-08-12 00:07:48,345 | INFO | Extração concluída
2026-08-12 00:07:48,346 | INFO | Foram extraídos 4090 registros
2026-08-12 00:07:48,346 | INFO | ============================================================
2026-08-12 00:07:48,346 | INFO | ============================================================
2026-08-12 00:07:48,346 | INFO | Iniciando extração: moeda=CAD, ano=2002
2026-08-12 00:07:49,114 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:49,124 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:49,124 | INFO | Pasta criada com sucesso
2026-08-12 00:07:49,141 | INFO | Extração concluída
2026-08-12 00:07:49,141 | INFO | Foram extraídos 4029 registros
2026-08-12 00:07:49,141 | INFO | ============================================================
2026-08-12 00:07:49,141 | INFO | ============================================================
2026-08-12 00:07:49,141 | INFO | Iniciando extração: moeda=CAD, ano=2003
2026-08-12 00:07:49,811 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:49,821 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:49,822 | INFO | Pasta criada com sucesso
2026-08-12 00:07:49,840 | INFO | Extração concluída
2026-08-12 00:07:49,840 | INFO | Foram extraídos 4025 registros
2026-08-12 00:07:49,840 | INFO | ============================================================
2026-08-12 00:07:49,840 | INFO | ============================================================
2026-08-12 00:07:49,840 | INFO | Iniciando extração: moeda=CAD, ano=2004
2026-08-12 00:07:50,589 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:50,599 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:50,600 | INFO | Pasta criada com sucesso
2026-08-12 00:07:50,613 | INFO | Extração concluída
2026-08-12 00:07:50,613 | INFO | Foram extraídos 3864 registros
2026-08-12 00:07:50,614 | INFO | ============================================================
2026-08-12 00:07:50,614 | INFO | ============================================================
2026-08-12 00:07:50,614 | INFO | Iniciando extração: moeda=CAD, ano=2005
2026-08-12 00:07:51,228 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:51,239 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:51,240 | INFO | Pasta criada com sucesso
2026-08-12 00:07:51,255 | INFO | Extração concluída
2026-08-12 00:07:51,256 | INFO | Foram extraídos 3631 registros
2026-08-12 00:07:51,256 | INFO | ============================================================
2026-08-12 00:07:51,256 | INFO | ============================================================
2026-08-12 00:07:51,257 | INFO | Iniciando extração: moeda=CAD, ano=2006
2026-08-12 00:07:52,024 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:52,035 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:52,035 | INFO | Pasta criada com sucesso
2026-08-12 00:07:52,054 | INFO | Extração concluída
2026-08-12 00:07:52,054 | INFO | Foram extraídos 4128 registros
2026-08-12 00:07:52,054 | INFO | ============================================================
2026-08-12 00:07:52,054 | INFO | ============================================================
2026-08-12 00:07:52,055 | INFO | Iniciando extração: moeda=CAD, ano=2007
2026-08-12 00:07:52,706 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:52,716 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:52,717 | INFO | Pasta criada com sucesso
2026-08-12 00:07:52,731 | INFO | Extração concluída
2026-08-12 00:07:52,731 | INFO | Foram extraídos 3685 registros
2026-08-12 00:07:52,732 | INFO | ============================================================
2026-08-12 00:07:52,732 | INFO | ============================================================
2026-08-12 00:07:52,732 | INFO | Iniciando extração: moeda=CAD, ano=2008
2026-08-12 00:07:53,507 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:53,519 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:53,519 | INFO | Pasta criada com sucesso
2026-08-12 00:07:53,537 | INFO | Extração concluída
2026-08-12 00:07:53,537 | INFO | Foram extraídos 4292 registros
2026-08-12 00:07:53,537 | INFO | ============================================================
2026-08-12 00:07:53,538 | INFO | ============================================================
2026-08-12 00:07:53,538 | INFO | Iniciando extração: moeda=CAD, ano=2009
2026-08-12 00:07:54,322 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:54,333 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:54,334 | INFO | Pasta criada com sucesso
2026-08-12 00:07:54,352 | INFO | Extração concluída
2026-08-12 00:07:54,352 | INFO | Foram extraídos 4224 registros
2026-08-12 00:07:54,352 | INFO | ============================================================
2026-08-12 00:07:54,352 | INFO | ============================================================
2026-08-12 00:07:54,352 | INFO | Iniciando extração: moeda=CAD, ano=2010
2026-08-12 00:07:55,172 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:55,181 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:55,182 | INFO | Pasta criada com sucesso
2026-08-12 00:07:55,196 | INFO | Extração concluída
2026-08-12 00:07:55,196 | INFO | Foram extraídos 4210 registros
2026-08-12 00:07:55,197 | INFO | ============================================================
2026-08-12 00:07:55,197 | INFO | ============================================================
2026-08-12 00:07:55,197 | INFO | Iniciando extração: moeda=CAD, ano=2011
2026-08-12 00:07:55,873 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:55,881 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:55,882 | INFO | Pasta criada com sucesso
2026-08-12 00:07:55,894 | INFO | Extração concluída
2026-08-12 00:07:55,894 | INFO | Foram extraídos 2737 registros
2026-08-12 00:07:55,894 | INFO | ============================================================
2026-08-12 00:07:55,895 | INFO | ============================================================
2026-08-12 00:07:55,895 | INFO | Iniciando extração: moeda=CAD, ano=2012
2026-08-12 00:07:56,463 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:56,468 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:56,469 | INFO | Pasta criada com sucesso
2026-08-12 00:07:56,475 | INFO | Extração concluída
2026-08-12 00:07:56,475 | INFO | Foram extraídos 1250 registros
2026-08-12 00:07:56,475 | INFO | ============================================================
2026-08-12 00:07:56,475 | INFO | ============================================================
2026-08-12 00:07:56,476 | INFO | Iniciando extração: moeda=CAD, ano=2013
2026-08-12 00:07:57,069 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:57,073 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:57,074 | INFO | Pasta criada com sucesso
2026-08-12 00:07:57,080 | INFO | Extração concluída
2026-08-12 00:07:57,080 | INFO | Foram extraídos 1259 registros
2026-08-12 00:07:57,080 | INFO | ============================================================
2026-08-12 00:07:57,080 | INFO | ============================================================
2026-08-12 00:07:57,081 | INFO | Iniciando extração: moeda=CAD, ano=2014
2026-08-12 00:07:57,637 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:57,641 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:57,642 | INFO | Pasta criada com sucesso
2026-08-12 00:07:57,649 | INFO | Extração concluída
2026-08-12 00:07:57,649 | INFO | Foram extraídos 1254 registros
2026-08-12 00:07:57,650 | INFO | ============================================================
2026-08-12 00:07:57,650 | INFO | ============================================================
2026-08-12 00:07:57,651 | INFO | Iniciando extração: moeda=CAD, ano=2015
2026-08-12 00:07:58,231 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:58,235 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:58,236 | INFO | Pasta criada com sucesso
2026-08-12 00:07:58,243 | INFO | Extração concluída
2026-08-12 00:07:58,243 | INFO | Foram extraídos 1244 registros
2026-08-12 00:07:58,243 | INFO | ============================================================
2026-08-12 00:07:58,243 | INFO | ============================================================
2026-08-12 00:07:58,244 | INFO | Iniciando extração: moeda=CAD, ano=2016
2026-08-12 00:07:58,808 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:58,813 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:58,814 | INFO | Pasta criada com sucesso
2026-08-12 00:07:58,819 | INFO | Extração concluída
2026-08-12 00:07:58,819 | INFO | Foram extraídos 1253 registros
2026-08-12 00:07:58,819 | INFO | ============================================================
2026-08-12 00:07:58,819 | INFO | ============================================================
2026-08-12 00:07:58,819 | INFO | Iniciando extração: moeda=CAD, ano=2017
2026-08-12 00:07:59,382 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:59,387 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:59,388 | INFO | Pasta criada com sucesso
2026-08-12 00:07:59,394 | INFO | Extração concluída
2026-08-12 00:07:59,394 | INFO | Foram extraídos 1243 registros
2026-08-12 00:07:59,394 | INFO | ============================================================
2026-08-12 00:07:59,394 | INFO | ============================================================
2026-08-12 00:07:59,395 | INFO | Iniciando extração: moeda=CAD, ano=2018
2026-08-12 00:07:59,972 | INFO | Consulta feita com sucesso!
2026-08-12 00:07:59,977 | INFO | Dataframe criado com sucesso
2026-08-12 00:07:59,978 | INFO | Pasta criada com sucesso
2026-08-12 00:07:59,984 | INFO | Extração concluída
2026-08-12 00:07:59,985 | INFO | Foram extraídos 1244 registros
2026-08-12 00:07:59,985 | INFO | ============================================================
2026-08-12 00:07:59,985 | INFO | ============================================================
2026-08-12 00:07:59,985 | INFO | Iniciando extração: moeda=CAD, ano=2019
2026-08-12 00:08:00,609 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:00,614 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:00,614 | INFO | Pasta criada com sucesso
2026-08-12 00:08:00,620 | INFO | Extração concluída
2026-08-12 00:08:00,620 | INFO | Foram extraídos 1259 registros
2026-08-12 00:08:00,620 | INFO | ============================================================
2026-08-12 00:08:00,621 | INFO | ============================================================
2026-08-12 00:08:00,621 | INFO | Iniciando extração: moeda=CAD, ano=2020
2026-08-12 00:08:01,454 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:01,458 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:01,458 | INFO | Pasta criada com sucesso
2026-08-12 00:08:01,464 | INFO | Extração concluída
2026-08-12 00:08:01,464 | INFO | Foram extraídos 1248 registros
2026-08-12 00:08:01,464 | INFO | ============================================================
2026-08-12 00:08:01,465 | INFO | ============================================================
2026-08-12 00:08:01,465 | INFO | Iniciando extração: moeda=CAD, ano=2021
2026-08-12 00:08:02,115 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:02,120 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:02,121 | INFO | Pasta criada com sucesso
2026-08-12 00:08:02,127 | INFO | Extração concluída
2026-08-12 00:08:02,127 | INFO | Foram extraídos 1248 registros
2026-08-12 00:08:02,127 | INFO | ============================================================
2026-08-12 00:08:02,127 | INFO | ============================================================
2026-08-12 00:08:02,128 | INFO | Iniciando extração: moeda=CAD, ano=2022
2026-08-12 00:08:02,725 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:02,729 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:02,730 | INFO | Pasta criada com sucesso
2026-08-12 00:08:02,736 | INFO | Extração concluída
2026-08-12 00:08:02,737 | INFO | Foram extraídos 1250 registros
2026-08-12 00:08:02,737 | INFO | ============================================================
2026-08-12 00:08:02,737 | INFO | ============================================================
2026-08-12 00:08:02,738 | INFO | Iniciando extração: moeda=CAD, ano=2023
2026-08-12 00:08:03,376 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:03,380 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:03,381 | INFO | Pasta criada com sucesso
2026-08-12 00:08:03,387 | INFO | Extração concluída
2026-08-12 00:08:03,387 | INFO | Foram extraídos 1240 registros
2026-08-12 00:08:03,387 | INFO | ============================================================
2026-08-12 00:08:03,387 | INFO | ============================================================
2026-08-12 00:08:03,388 | INFO | Iniciando extração: moeda=CAD, ano=2024
2026-08-12 00:08:04,025 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:04,029 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:04,030 | INFO | Pasta criada com sucesso
2026-08-12 00:08:04,037 | INFO | Extração concluída
2026-08-12 00:08:04,037 | INFO | Foram extraídos 1258 registros
2026-08-12 00:08:04,037 | INFO | ============================================================
2026-08-12 00:08:04,037 | INFO | ============================================================
2026-08-12 00:08:04,037 | INFO | Iniciando extração: moeda=CAD, ano=2025
2026-08-12 00:08:04,640 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:04,644 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:04,645 | INFO | Pasta criada com sucesso
2026-08-12 00:08:04,651 | INFO | Extração concluída
2026-08-12 00:08:04,651 | INFO | Foram extraídos 1254 registros
2026-08-12 00:08:04,651 | INFO | ============================================================
2026-08-12 00:08:04,651 | INFO | ============================================================
2026-08-12 00:08:04,652 | INFO | Iniciando extração: moeda=CAD, ano=2026
2026-08-12 00:08:05,237 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:05,240 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:05,241 | INFO | Pasta criada com sucesso
2026-08-12 00:08:05,245 | INFO | Extração concluída
2026-08-12 00:08:05,245 | INFO | Foram extraídos 758 registros
2026-08-12 00:08:05,245 | INFO | ============================================================
2026-08-12 00:08:05,245 | INFO | ============================================================
2026-08-12 00:08:05,245 | INFO | Iniciando extração: moeda=CHF, ano=2000
2026-08-12 00:08:05,938 | INFO | Consulta feita com sucesso!
2026-08-12 00:08:05,950 | INFO | Dataframe criado com sucesso
2026-08-12 00:08:05,951 | INFO | Pasta criada com sucesso
