cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
1.9026,1.9038,2012-01-02 10:02:38.38,Abertura
1.9096,1.911,2012-01-02 11:04:28.617,Intermediário
1.9109,1.9123,2012-01-02 12:09:26.91,Intermediário
1.9097,1.9112,2012-01-02 13:05:50.315,Intermediário
1.9078,1.9092,2012-01-02 13:05:50.33,Fechamento
1.915,1.9161,2012-01-03 10:08:29.345,Abertura
1.9135,1.9143,2012-01-03 11:06:27.5,Intermediário
1.9056,1.9067,2012-01-03 12:03:26.736,Intermediário
1.904,1.9048,2012-01-03 13:06:40.799,Intermediário
1.9103,1.9112,2012-01-03 13:06:40.81,Fechamento
1.889,1.8899,2012-01-04 10:11:30.575,Abertura
1.8856,1.8865,2012-01-04 11:04:31.2,Intermediário
1.8816,1.8824,2012-01-04 12:10:28.542,Intermediário
1.8864,1.8874,2012-01-04 13:09:47.16,Intermediário
1.8886,1.8897,2012-01-04 13:09:47.168,Fechamento
1.8906,1.8914,2012-01-05 10:03:28.122,Abertura
1.8835,1.8844,2012-01-05 11:07:28.996,Intermediário
1.8836,1.8845,2012-01-05 12:05:29.903,Intermediário
1.8799,1.8807,2012-01-05 13:15:24.16,Intermediário
1.8819,1.8827,2012-01-05 13:15:24.169,Fechamento
1.8876,1.8885,2012-01-06 10:08:30.273,Abertura
1.8851,1.886,2012-01-06 11:11:30.708,Intermediário
1.8867,1.8875,2012-01-06 12:10:31.148,Intermediário
1.8899,1.8908,2012-01-06 13:09:54.879,Intermediário
1.8829,1.8838,2012-01-06 13:09:54.909,Fechamento
1.8878,1.8887,2012-01-09 10:09:30.221,Abertura
1.8837,1.8845,2012-01-09 11:04:29.773,Intermediário
1.8846,1.8854,2012-01-09 12:08:26.131,Intermediário
1.8824,1.8832,2012-01-09 13:03:03.44,Intermediário
1.8839,1.8848,2012-01-09 13:03:03.456,Fechamento
1.8677,1.8686,2012-01-10 10:06:29.311,Abertura
1.8622,1.8632,2012-01-10 11:02:32.555,Intermediário
1.8624,1.8632,2012-01-10 12:07:29.033,Intermediário
